"Age","Status","Studies","YearsOfExperience","Indentation_Length","Nesting_Level","Distance_from_Center","Correct","number_of_given_answers","expected_answer","given_answer","is_correct","time_in_milliseconds","Subject","Name","Q1","Q3","IQR","Lower_Bound","Upper_Bound","Outlier_Flag"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",1,3,1,1,5,5,"True",1197,12,,1603.0,1794.0,191.0,1030.0,2367.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","4",3,1,1,1,5,5,"True",3578,12,,2024.0,2879.0,855.0,-541.0,5444.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","6",1,3,1,1,3,3,"True",1861,12,,1290.0,1533.0,243.0,561.0,2262.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","8",5,1,1,1,2,2,"True",1324,12,,1324.0,2894.0,1570.0,-3386.0,7604.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","6",2,2,1,1,7,7,"True",2531,12,,1904.0,2280.0,376.0,776.0,3408.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","8",3,1,1,1,2,2,"True",1280,12,,1280.0,1403.0,123.0,911.0,1772.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","8",4,0,1,1,2,2,"True",2262,12,,2262.0,2546.0,284.0,1410.0,3398.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","8",1,3,1,1,1,1,"True",1789,12,,1289.0,1500.0,211.0,656.0,2133.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","8",6,2,1,1,4,4,"True",1660,12,,1135.0,1490.0,355.0,70.0,2555.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","8",7,3,1,1,3,3,"True",1627,12,,984.0,1627.0,643.0,-945.0,3556.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","8",5,1,1,1,1,1,"True",1171,12,,1324.0,2894.0,1570.0,-3386.0,7604.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","4",6,2,1,1,3,3,"True",1715,12,,1489.0,1795.0,306.0,571.0,2713.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",3,1,1,1,1,1,"True",1076,12,,1174.0,1554.0,380.0,34.0,2694.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",6,2,1,1,1,1,"True",1090,12,,1090.0,1629.0,539.0,-527.0,3246.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",7,3,1,1,1,1,"True",999,12,,1313.0,1382.0,69.0,1106.0,1589.0,"Outlier"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",6,2,1,1,7,7,"True",1294,12,,1090.0,1629.0,539.0,-527.0,3246.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","8",6,2,1,1,1,1,"True",1135,12,,1135.0,1490.0,355.0,70.0,2555.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",1,3,1,1,2,2,"True",1234,12,,1243.0,1689.0,446.0,-95.0,3027.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","4",4,0,1,1,7,7,"True",6766,12,,2606.0,4533.0,1927.0,-3175.0,10314.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",1,3,1,1,6,6,"True",2278,12,,1243.0,1689.0,446.0,-95.0,3027.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","8",3,1,1,1,3,3,"True",1346,12,,1280.0,1403.0,123.0,911.0,1772.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","8",3,1,1,1,1,1,"True",1065,12,,1280.0,1403.0,123.0,911.0,1772.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",7,3,1,1,4,4,"True",1525,12,,1313.0,1382.0,69.0,1106.0,1589.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",2,2,1,1,7,7,"True",1894,12,,1942.0,2283.0,341.0,919.0,3306.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",3,1,1,1,3,3,"True",2078,12,,2040.0,2078.0,38.0,1926.0,2192.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",4,0,1,1,3,3,"True",2598,12,,1131.0,2410.0,1279.0,-2706.0,6247.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","6",6,2,1,1,3,3,"True",1524,12,,1504.0,1688.0,184.0,952.0,2240.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","8",6,2,1,1,5,5,"True",1059,12,,1135.0,1490.0,355.0,70.0,2555.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","4",6,2,0,1,5,4,"False",2534,12,,1489.0,1795.0,306.0,571.0,2713.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","4",3,1,1,1,1,1,"True",2024,12,,2024.0,2879.0,855.0,-541.0,5444.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",5,1,1,1,4,4,"True",3165,12,,2952.0,3481.0,529.0,1365.0,5068.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","4",1,3,1,1,5,5,"True",1401,12,,1271.0,2010.0,739.0,-946.0,4227.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","4",1,3,1,1,6,6,"True",1264,12,,1271.0,2010.0,739.0,-946.0,4227.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",2,2,1,1,3,3,"True",1859,12,,1495.0,1656.0,161.0,1012.0,2139.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",4,0,1,1,5,5,"True",2410,12,,1131.0,2410.0,1279.0,-2706.0,6247.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","6",2,2,1,1,6,6,"True",1741,12,,1904.0,2280.0,376.0,776.0,3408.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Dynamic",2,2,1,1,3,3,"True",1430,12,,1276.0,1319.0,43.0,1147.0,1448.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","4",5,1,1,1,4,4,"True",1623,12,,1826.0,2888.0,1062.0,-1360.0,6074.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",6,2,1,1,4,4,"True",2602,12,,1090.0,1629.0,539.0,-527.0,3246.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","6",5,1,1,1,1,1,"True",1336,12,,1718.0,1866.0,148.0,1274.0,2310.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",2,2,1,1,1,1,"True",1997,12,,1942.0,2283.0,341.0,919.0,3306.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",1,3,1,1,5,5,"True",1351,12,,1243.0,1689.0,446.0,-95.0,3027.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","6",5,1,1,1,6,6,"True",1849,12,,1718.0,1866.0,148.0,1274.0,2310.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",4,0,1,1,1,1,"True",1643,12,,1131.0,2410.0,1279.0,-2706.0,6247.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","4",7,3,1,1,1,1,"True",1049,12,,1278.0,1387.0,109.0,951.0,1714.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Dynamic",6,2,1,1,2,2,"True",1317,12,,1324.0,2398.0,1074.0,-1898.0,5620.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",6,2,1,1,2,2,"True",1844,12,,1707.0,2497.0,790.0,-663.0,4867.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Dynamic",5,1,1,1,2,2,"True",2130,12,,1378.0,1775.0,397.0,187.0,2966.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",5,1,1,1,3,3,"True",1956,12,,1447.0,1591.0,144.0,1015.0,2023.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Dynamic",4,0,1,1,2,2,"True",1259,12,,1274.0,1602.0,328.0,290.0,2586.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","6",1,3,1,1,2,2,"True",1279,12,,1290.0,1533.0,243.0,561.0,2262.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","6",7,3,1,1,5,5,"True",1301,12,,1301.0,1404.0,103.0,992.0,1713.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",7,3,1,1,4,4,"True",1313,12,,1313.0,1382.0,69.0,1106.0,1589.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",2,2,1,1,4,4,"True",1380,12,,1495.0,1656.0,161.0,1012.0,2139.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","4",1,3,1,1,2,2,"True",1271,12,,1271.0,2010.0,739.0,-946.0,4227.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",3,1,1,1,2,2,"True",1710,12,,2040.0,2078.0,38.0,1926.0,2192.0,"Outlier"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","6",4,0,1,1,5,5,"True",3517,12,,1522.0,3517.0,1995.0,-4463.0,9502.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","4",6,2,1,1,2,2,"True",1489,12,,1489.0,1795.0,306.0,571.0,2713.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",3,1,1,1,1,1,"True",1174,12,,1174.0,1554.0,380.0,34.0,2694.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Dynamic",2,2,1,1,3,3,"True",1263,12,,1276.0,1319.0,43.0,1147.0,1448.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",5,1,1,1,7,7,"True",3481,12,,2952.0,3481.0,529.0,1365.0,5068.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Dynamic",2,2,1,1,3,3,"True",1319,12,,1276.0,1319.0,43.0,1147.0,1448.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Dynamic",6,2,1,1,7,7,"True",1456,12,,1324.0,2398.0,1074.0,-1898.0,5620.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",3,1,1,1,4,4,"True",2040,12,,2040.0,2078.0,38.0,1926.0,2192.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Dynamic",3,1,1,1,4,4,"True",1295,12,,1174.0,1295.0,121.0,811.0,1658.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","4",7,3,1,1,5,5,"True",1278,12,,1278.0,1387.0,109.0,951.0,1714.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","8",2,2,1,1,6,6,"True",1412,12,,1186.0,1601.0,415.0,-59.0,2846.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Dynamic",5,1,1,1,2,2,"True",1441,12,,1378.0,1775.0,397.0,187.0,2966.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","4",5,1,1,1,7,7,"True",2084,12,,1826.0,2888.0,1062.0,-1360.0,6074.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",6,2,1,1,2,2,"True",1045,12,,1090.0,1629.0,539.0,-527.0,3246.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","4",3,1,1,1,5,5,"True",1993,12,,2024.0,2879.0,855.0,-541.0,5444.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","6",1,3,1,1,4,4,"True",1514,12,,1290.0,1533.0,243.0,561.0,2262.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","8",7,3,1,1,1,1,"True",922,12,,984.0,1627.0,643.0,-945.0,3556.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",5,1,1,1,5,5,"True",2952,12,,2952.0,3481.0,529.0,1365.0,5068.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","4",5,1,1,1,3,3,"True",3453,12,,1826.0,2888.0,1062.0,-1360.0,6074.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",2,2,1,1,6,6,"True",1942,12,,1942.0,2283.0,341.0,919.0,3306.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","8",7,3,1,1,2,2,"True",1009,12,,984.0,1627.0,643.0,-945.0,3556.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","8",1,3,1,1,1,1,"True",1055,12,,1289.0,1500.0,211.0,656.0,2133.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","10",7,3,1,1,7,7,"True",1337,12,,1313.0,1382.0,69.0,1106.0,1589.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Dynamic",3,1,1,1,7,7,"True",1292,12,,1174.0,1295.0,121.0,811.0,1658.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","2",7,3,1,1,7,7,"True",1445,12,,1435.0,1495.0,60.0,1255.0,1675.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","4",2,2,1,1,2,2,"True",1291,12,,1368.0,2034.0,666.0,-630.0,4032.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","8",3,1,1,1,4,4,"True",2466,12,,1280.0,1403.0,123.0,911.0,1772.0,"Outlier"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","8",5,1,1,1,2,2,"True",3526,12,,1324.0,2894.0,1570.0,-3386.0,7604.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","Dynamic",1,3,1,1,7,7,"True",1259,12,,1047.0,1451.0,404.0,-165.0,2663.0,"OK"
"between 25 and (excluding) 30","Professional software developer","I do not study","more than 5 years","6",5,1,1,1,5,5,"True",1718,12,,1718.0,1866.0,148.0,1274.0,2310.0,"OK"
