"Age","Status","Studies","YearsOfExperience","Overlap","Indentation_Length","Nesting_Level","Distance_from_Center","Overlap_Above_Percent","Overlap_Below_Percent","Correct","number_of_given_answers","expected_answer","given_answer","is_correct","time_in_milliseconds","Subject","Name","Q1","Q3","IQR","Lower_Bound","Upper_Bound","Outlier_Flag"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",2,2,65,95,1,1,4,4,"True",1122,13,,835.0,1106.5,271.5,20.5,1921.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","14",4,0,0,100,1,1,6,6,"True",946,13,,765.5,992.5,227.0,84.5,1673.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",2,2,65,95,1,1,7,7,"True",823,13,,744.0,821.75,77.75,510.75,1055.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","6",4,0,0,100,1,1,3,3,"True",1192,13,,868.25,1173.5,305.25,-47.5,2089.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","6",6,2,65,95,1,1,3,3,"True",841,13,,905.0,1040.5,135.5,498.5,1447.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",2,2,65,95,1,1,3,3,"True",789,13,,860.5,1190.5,330.0,-129.5,2180.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",2,2,65,95,1,1,3,3,"True",694,13,,744.0,821.75,77.75,510.75,1055.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",6,2,65,95,1,1,4,4,"True",1177,13,,836.75,1140.5,303.75,-74.5,2051.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",6,2,65,95,1,1,2,2,"True",933,13,,819.25,1008.25,189.0,252.25,1575.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",6,2,65,95,1,1,4,4,"True",809,13,,819.25,1008.25,189.0,252.25,1575.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",2,2,65,95,1,1,5,5,"True",866,13,,744.0,821.75,77.75,510.75,1055.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","6",5,1,0,100,1,1,6,6,"True",1067,13,,826.25,919.5,93.25,546.5,1199.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","14",4,0,0,100,1,1,7,7,"True",717,13,,765.5,992.5,227.0,84.5,1673.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","14",5,1,0,100,1,1,5,5,"True",866,13,,856.25,932.0,75.75,629.0,1159.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",2,2,0,100,1,1,5,5,"True",784,13,,756.0,1021.25,265.25,-39.75,1817.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",5,1,65,95,1,1,7,7,"True",864,13,,843.25,988.5,145.25,407.5,1424.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","14",2,2,0,100,0,1,4,5,"False",876,13,,731.0,975.5,244.5,-2.5,1709.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","6",2,2,65,95,1,1,4,4,"True",1122,13,,1131.75,1333.75,202.0,525.75,1939.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","14",3,1,0,100,1,1,5,5,"True",733,13,,739.5,923.25,183.75,188.25,1474.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","6",3,1,0,100,1,1,4,4,"True",985,13,,950.5,1226.25,275.75,123.25,2053.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",3,1,65,95,1,1,3,3,"True",793,13,,834.5,903.75,69.25,626.75,1111.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","14",2,2,0,100,1,1,1,1,"True",909,13,,731.0,975.5,244.5,-2.5,1709.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",6,2,0,100,1,1,2,2,"True",1062,13,,877.0,1043.0,166.0,379.0,1541.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","14",5,1,0,100,1,1,1,1,"True",857,13,,856.25,932.0,75.75,629.0,1159.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",4,0,0,100,1,1,6,6,"True",883,13,,815.25,965.5,150.25,364.5,1416.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",6,2,65,95,1,1,2,2,"True",997,13,,836.75,1140.5,303.75,-74.5,2051.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",5,1,0,100,1,1,6,6,"True",764,13,,739.25,1102.25,363.0,-349.75,2191.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",4,0,65,95,1,1,2,2,"True",735,13,,797.5,1031.0,233.5,97.0,1731.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","6",5,1,65,95,1,1,5,5,"True",1370,13,,921.75,1296.5,374.75,-202.5,2420.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",5,1,0,100,1,1,1,1,"True",989,13,,739.25,1102.25,363.0,-349.75,2191.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",6,2,65,95,1,1,5,5,"True",1244,13,,836.75,1140.5,303.75,-74.5,2051.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","6",4,0,65,95,1,1,2,2,"True",1107,13,,971.0,1255.0,284.0,119.0,2107.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",3,1,0,100,1,1,7,7,"True",971,13,,727.25,878.75,151.5,272.75,1333.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","14",5,1,0,100,1,1,5,5,"True",935,13,,856.25,932.0,75.75,629.0,1159.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",2,2,65,95,1,1,2,2,"True",828,13,,835.0,1106.5,271.5,20.5,1921.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","6",6,2,0,100,1,1,2,2,"True",836,13,,829.5,935.75,106.25,510.75,1254.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","6",6,2,0,100,1,1,7,7,"True",834,13,,829.5,935.75,106.25,510.75,1254.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",2,2,65,95,1,1,4,4,"True",1137,13,,835.0,1106.5,271.5,20.5,1921.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",3,1,65,95,1,1,4,4,"True",842,13,,832.25,1191.0,358.75,-244.0,2267.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",6,2,65,95,1,1,2,2,"True",848,13,,836.75,1140.5,303.75,-74.5,2051.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",5,1,65,95,1,1,3,3,"True",1079,13,,860.25,1018.75,158.5,384.75,1494.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","6",4,0,0,100,1,1,6,6,"True",1277,13,,868.25,1173.5,305.25,-47.5,2089.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",5,1,0,100,1,1,7,7,"True",1076,13,,847.5,1142.0,294.5,-36.0,2025.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",3,1,65,95,1,1,1,1,"True",829,13,,832.25,1191.0,358.75,-244.0,2267.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","6",4,0,65,95,1,1,3,3,"True",1281,13,,971.0,1255.0,284.0,119.0,2107.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",4,0,65,95,1,1,1,1,"True",793,13,,823.75,985.25,161.5,339.25,1469.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",5,1,65,95,1,1,3,3,"True",762,13,,889.0,1073.25,184.25,336.25,1626.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",6,2,65,95,1,1,5,5,"True",1046,13,,939.5,1043.75,104.25,626.75,1356.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",3,1,0,100,1,1,7,7,"True",906,13,,905.25,966.0,60.75,723.0,1148.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","6",3,1,65,95,1,1,6,6,"True",853,13,,983.5,1266.75,283.25,133.75,2116.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",4,0,0,100,1,1,3,3,"True",839,13,,777.0,831.5,54.5,613.5,995.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",3,1,0,100,1,1,5,5,"True",905,13,,905.25,966.0,60.75,723.0,1148.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",4,0,0,100,1,1,6,6,"True",927,13,,777.0,831.5,54.5,613.5,995.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","14",5,1,0,100,1,1,4,4,"True",923,13,,856.25,932.0,75.75,629.0,1159.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","6",3,1,65,95,1,1,1,1,"True",971,13,,983.5,1266.75,283.25,133.75,2116.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",6,2,0,100,0,1,6,5,"False",1374,13,,905.0,1058.25,153.25,445.25,1518.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",2,2,0,100,1,1,6,6,"True",964,13,,818.75,947.75,129.0,431.75,1334.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",2,2,65,95,1,1,5,5,"True",806,13,,744.0,821.75,77.75,510.75,1055.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","14",4,0,0,100,1,1,6,6,"True",855,13,,765.5,992.5,227.0,84.5,1673.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",6,2,0,100,1,1,1,1,"True",903,13,,905.0,1058.25,153.25,445.25,1518.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",5,1,65,95,1,1,2,2,"True",1077,13,,889.0,1073.25,184.25,336.25,1626.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",2,2,65,95,1,1,3,3,"True",856,13,,835.0,1106.5,271.5,20.5,1921.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",2,2,65,95,1,1,1,1,"True",753,13,,744.0,821.75,77.75,510.75,1055.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",6,2,65,95,1,1,7,7,"True",1031,13,,836.75,1140.5,303.75,-74.5,2051.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",4,0,65,95,1,1,1,1,"True",808,13,,823.75,985.25,161.5,339.25,1469.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","14",2,2,0,100,1,1,2,2,"True",836,13,,731.0,975.5,244.5,-2.5,1709.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",5,1,0,100,1,1,1,1,"True",824,13,,847.5,1142.0,294.5,-36.0,2025.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",3,1,65,95,1,1,1,1,"True",556,13,,869.0,1011.5,142.5,441.5,1439.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",6,2,65,95,1,1,4,4,"True",1072,13,,939.5,1043.75,104.25,626.75,1356.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","Dynamic",5,1,0,100,1,1,7,7,"True",864,13,,847.5,1142.0,294.5,-36.0,2025.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","6",4,0,0,100,1,1,1,1,"True",858,13,,868.25,1173.5,305.25,-47.5,2089.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",4,0,0,100,1,1,1,1,"True",784,13,,777.0,831.5,54.5,613.5,995.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","6",3,1,65,95,1,1,3,3,"True",1273,13,,983.5,1266.75,283.25,133.75,2116.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",6,2,65,95,1,1,1,1,"True",740,13,,836.75,1140.5,303.75,-74.5,2051.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","10",5,1,65,95,1,1,5,5,"True",798,13,,860.25,1018.75,158.5,384.75,1494.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","14",6,2,65,95,1,1,1,1,"True",833,13,,836.75,1140.5,303.75,-74.5,2051.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","6",2,2,65,95,1,1,7,7,"True",1096,13,,1131.75,1333.75,202.0,525.75,1939.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",2,2,0,100,1,1,5,5,"True",814,13,,818.75,947.75,129.0,431.75,1334.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",6,2,65,95,1,1,4,4,"True",947,13,,939.5,1043.75,104.25,626.75,1356.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","Dynamic",5,1,65,95,1,1,5,5,"True",833,13,,843.25,988.5,145.25,407.5,1424.25,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","14",3,1,0,100,1,1,2,2,"True",956,13,,739.5,923.25,183.75,188.25,1474.5,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","10",4,0,0,100,1,1,7,7,"True",809,13,,777.0,831.5,54.5,613.5,995.0,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","Overlap","6",5,1,65,95,1,1,5,5,"True",1346,13,,921.75,1296.5,374.75,-202.5,2420.75,"OK"
"between 35 and (excluding) 40","Professional software developer","Computer science","more than 5 years","No_Overlap","6",3,1,0,100,1,1,2,2,"True",1253,13,,950.5,1226.25,275.75,123.25,2053.5,"OK"
